idx,label,group,dbscan_label,flag_near_env_density,flag_noise,remove_db
234,0,mast_20250822_143752_213,11,False,False,False
235,0,mast_20250822_143753_213,11,False,False,False
236,0,mast_20250822_143754_222,12,False,False,False
237,0,mast_20250822_143755_214,13,False,False,False
238,0,mast_20250822_143756_227,-1,False,True,True
239,0,mast_20250822_143757_203,11,False,False,False
240,0,mast_20250822_143758_210,11,False,False,False
241,0,mast_20250822_143759_216,12,False,False,False
242,0,mast_20250822_143800_200,-1,False,True,True
243,0,mast_20250822_143801_216,10,False,False,False
244,0,mast_20250822_143802_201,11,False,False,False
245,0,mast_20250822_143803_196,11,False,False,False
246,0,mast_20250822_143804_257,12,False,False,False
247,0,mast_20250822_143805_273,13,False,False,False
248,0,mast_20250822_143806_273,-1,False,True,True
249,0,mast_20250822_143807_266,10,False,False,False
250,0,mast_20250822_143808_281,11,False,False,False
251,0,mast_20250822_143809_256,12,False,False,False
252,0,mast_20250822_143810_278,13,False,False,False
253,0,mast_20250822_143811_267,10,False,False,False
254,0,mast_20250822_143812_260,11,False,False,False
255,0,mast_20250822_143813_268,11,False,False,False
256,0,mast_20250822_143814_260,12,False,False,False
257,0,mast_20250822_143815_270,12,False,False,False
258,0,mast_20250822_143816_263,-1,False,True,True
259,0,mast_20250822_143817_254,10,False,False,False
260,0,mast_20250822_143818_264,11,False,False,False
261,0,mast_20250822_143819_252,12,False,False,False
262,0,mast_20250822_143820_279,13,False,False,False
263,0,mast_20250822_143821_272,10,False,False,False
264,0,mast_20250822_143822_281,11,False,False,False
265,0,mast_20250822_143823_272,11,False,False,False
266,0,mast_20250822_143824_281,12,False,False,False
267,0,mast_20250822_143825_268,12,False,False,False
268,0,mast_20250822_143826_282,13,False,False,False
269,0,mast_20250822_143827_273,10,False,False,False
270,0,mast_20250822_143828_268,11,False,False,False
271,0,mast_20250822_143829_275,12,False,False,False
272,0,mast_20250822_143830_266,13,False,False,False
273,0,mast_20250822_143831_275,10,False,False,False
274,0,mast_20250822_143832_268,11,False,False,False
275,0,mast_20250822_143833_260,11,False,False,False
276,0,mast_20250822_143834_267,12,False,False,False
277,0,mast_20250822_143835_295,12,False,False,False
278,0,mast_20250822_143836_287,13,False,False,False
279,0,mast_20250822_143837_277,10,False,False,False
280,0,mast_20250822_143838_286,11,False,False,False
281,0,mast_20250822_143839_279,11,False,False,False
282,0,mast_20250822_143840_287,13,False,False,False
283,0,mast_20250822_143841_271,10,False,False,False
284,0,mast_20250822_143842_272,10,False,False,False
285,0,mast_20250822_143843_281,11,False,False,False
286,0,mast_20250822_143844_271,11,False,False,False
287,0,mast_20250822_143845_271,12,False,False,False
288,0,mast_20250822_143846_263,13,False,False,False
289,0,mast_20250822_143847_264,10,False,False,False
290,0,mast_20250822_143848_275,11,False,False,False
291,0,mast_20250822_143849_265,11,False,False,False
292,0,mast_20250822_143850_289,13,False,False,False
293,0,mast_20250822_143851_298,10,False,False,False
294,0,mast_20250822_143852_291,10,False,False,False
295,0,mast_20250822_143853_281,11,False,False,False
296,0,mast_20250822_143854_294,11,False,False,False
297,0,mast_20250822_143855_271,12,False,False,False
298,0,mast_20250822_143856_283,13,False,False,False
299,0,mast_20250822_143857_272,-1,False,True,True
300,0,mast_20250822_143858_265,11,False,False,False
301,0,mast_20250822_143859_284,11,False,False,False
302,0,mast_20250822_143900_274,12,False,False,False
303,0,mast_20250822_143901_282,-1,False,True,True
304,0,mast_20250822_143902_276,10,False,False,False
305,0,mast_20250822_143903_268,10,False,False,False
306,0,mast_20250822_143904_274,11,False,False,False
307,0,mast_20250822_143905_299,12,False,False,False
308,0,mast_20250822_143906_290,13,False,False,False
309,0,mast_20250822_143907_282,-1,False,True,True
310,0,mast_20250822_143908_280,10,False,False,False
311,0,mast_20250822_143909_283,11,False,False,False
312,0,mast_20250822_143910_291,12,False,False,False
313,0,mast_20250822_143911_291,13,False,False,False
314,0,mast_20250822_143912_383,10,False,False,False
315,0,mast_20250822_143913_388,-1,False,True,True
316,0,mast_20250822_143914_401,11,False,False,False
317,0,mast_20250822_143915_394,12,False,False,False
318,0,mast_20250822_143916_400,12,False,False,False
319,0,mast_20250822_143917_382,-1,False,True,True
320,0,mast_20250822_143918_383,10,False,False,False
321,0,mast_20250822_143919_399,11,False,False,False
322,0,mast_20250822_143920_408,12,False,False,False
323,0,mast_20250822_143921_421,13,False,False,False
324,0,mast_20250822_143922_399,10,False,False,False
325,0,mast_20250822_143923_406,11,False,False,False
326,0,mast_20250822_143924_409,11,False,False,False
327,0,mast_20250822_143925_399,12,False,False,False
328,0,mast_20250822_143926_410,12,False,False,False
329,0,mast_20250822_143927_396,13,False,False,False
330,0,mast_20250822_143928_403,10,False,False,False
331,0,mast_20250822_143929_397,11,False,False,False
332,0,mast_20250822_143930_386,12,False,False,False
333,0,mast_20250822_143931_387,13,False,False,False
334,0,mast_20250822_143932_379,10,False,False,False
335,0,mast_20250822_143933_392,10,False,False,False
336,0,mast_20250822_143934_388,11,False,False,False
337,0,mast_20250822_143935_415,12,False,False,False
338,0,mast_20250822_143936_412,12,False,False,False
339,0,mast_20250822_143937_401,13,False,False,False
340,0,mast_20250822_143938_402,10,False,False,False
341,0,mast_20250822_143939_410,11,False,False,False
342,0,mast_20250822_143940_403,12,False,False,False
343,0,mast_20250822_143941_388,13,False,False,False
344,0,mast_20250822_143942_394,10,False,False,False
345,0,mast_20250822_143943_395,-1,False,True,True
346,0,mast_20250822_143944_400,11,False,False,False
347,0,mast_20250822_143945_396,12,False,False,False
348,0,mast_20250822_143946_388,12,False,False,False
349,0,mast_20250822_143947_395,13,False,False,False
350,0,mast_20250822_143948_381,10,False,False,False
351,0,mast_20250822_143949_396,11,False,False,False
352,0,mast_20250822_143950_407,11,False,False,False
353,0,mast_20250822_143951_414,13,False,False,False
354,0,mast_20250822_143952_404,10,False,False,False
355,0,mast_20250822_143953_411,10,False,False,False
356,0,mast_20250822_143954_392,11,False,False,False
357,0,mast_20250822_143955_411,11,False,False,False
358,0,mast_20250822_143956_404,12,False,False,False
359,0,mast_20250822_143957_386,13,False,False,False
360,0,mast_20250822_143958_403,10,False,False,False
361,0,mast_20250822_143959_394,11,False,False,False
362,0,mast_20250822_144000_405,11,False,False,False
363,0,mast_20250822_144001_398,12,False,False,False
364,0,mast_20250822_144002_389,10,False,False,False
365,0,mast_20250822_144003_399,10,False,False,False
366,0,mast_20250822_144004_392,11,False,False,False
367,0,mast_20250822_151036_586,11,False,False,False
368,0,mast_20250822_151037_581,11,False,False,False
369,0,mast_20250822_151038_598,11,False,False,False
370,0,mast_20250822_151039_584,11,False,False,False
371,0,mast_20250822_151040_591,14,False,False,False
372,0,mast_20250822_151041_583,14,False,False,False
373,0,mast_20250822_151042_594,11,False,False,False
374,0,mast_20250822_151043_583,11,False,False,False
375,0,mast_20250822_151044_575,14,False,False,False
376,0,mast_20250822_151045_584,14,False,False,False
377,0,mast_20250822_151046_576,11,False,False,False
378,0,mast_20250822_151047_584,11,False,False,False
379,0,mast_20250822_151048_564,11,False,False,False
380,0,mast_20250822_151049_560,11,False,False,False
381,0,mast_20250822_151050_591,-1,False,True,True
382,0,mast_20250822_151051_591,14,False,False,False
383,0,mast_20250822_151052_592,11,False,False,False
384,0,mast_20250822_151053_576,11,False,False,False
385,0,mast_20250822_151054_595,11,False,False,False
386,0,mast_20250822_151055_581,14,False,False,False
387,0,mast_20250822_151056_591,11,False,False,False
388,0,mast_20250822_151057_583,11,False,False,False
389,0,mast_20250822_151058_575,11,False,False,False
390,0,mast_20250822_151059_595,11,False,False,False
391,0,mast_20250822_151100_588,11,False,False,False
392,0,mast_20250822_151101_580,14,False,False,False
393,0,mast_20250822_151102_570,14,False,False,False
394,0,mast_20250822_151103_565,11,False,False,False
395,0,mast_20250822_151104_573,11,False,False,False
396,0,mast_20250822_151105_589,14,False,False,False
397,0,mast_20250822_151106_583,14,False,False,False
398,0,mast_20250822_151107_589,11,False,False,False
399,0,mast_20250822_151108_583,11,False,False,False
400,0,mast_20250822_151109_577,11,False,False,False
401,0,mast_20250822_151110_590,11,False,False,False
402,0,mast_20250822_151111_575,-1,False,True,True
403,0,mast_20250822_151112_584,14,False,False,False
404,0,mast_20250822_151113_576,11,False,False,False
405,0,mast_20250822_151114_569,11,False,False,False
406,0,mast_20250822_151115_578,11,False,False,False
407,0,mast_20250822_151116_564,14,False,False,False
408,0,mast_20250822_151117_575,11,False,False,False
409,0,mast_20250822_151118_567,11,False,False,False
410,0,mast_20250822_151119_566,11,False,False,False
411,0,mast_20250822_151120_585,11,False,False,False
412,0,mast_20250822_151121_596,11,False,False,False
413,0,mast_20250822_151122_583,14,False,False,False
414,0,mast_20250822_151123_575,14,False,False,False
415,0,mast_20250822_151124_589,11,False,False,False
416,0,mast_20250822_151125_581,11,False,False,False
417,0,mast_20250822_151126_583,14,False,False,False
418,0,mast_20250822_151127_575,14,False,False,False
419,0,mast_20250822_151128_573,11,False,False,False
420,0,mast_20250822_151129_575,11,False,False,False
421,0,mast_20250822_151130_567,11,False,False,False
422,0,mast_20250822_151131_573,11,False,False,False
423,0,mast_20250822_151132_573,-1,False,True,True
424,0,mast_20250822_151133_566,14,False,False,False
425,0,mast_20250822_151134_576,11,False,False,False
426,0,mast_20250822_151135_599,11,False,False,False
427,0,mast_20250822_151136_592,11,False,False,False
428,0,mast_20250822_151137_595,14,False,False,False
429,0,mast_20250822_151138_585,11,False,False,False
430,0,mast_20250822_151139_574,11,False,False,False
431,0,mast_20250822_151140_589,11,False,False,False
432,0,mast_20250822_151141_579,11,False,False,False
433,0,mast_20250822_151142_602,-1,False,True,True
434,0,mast_20250822_151143_591,15,False,False,False
435,0,mast_20250822_151144_607,-1,False,True,True
436,0,mast_20250822_151145_591,11,False,False,False
437,0,mast_20250822_151146_599,11,False,False,False
438,0,mast_20250822_151147_596,14,False,False,False
439,0,mast_20250822_151148_589,14,False,False,False
440,0,mast_20250822_151149_599,11,False,False,False
441,0,mast_20250822_151150_624,11,False,False,False
442,0,mast_20250822_151151_614,11,False,False,False
443,0,mast_20250822_151152_624,11,False,False,False
444,0,mast_20250822_151153_607,14,False,False,False
445,0,mast_20250822_151154_602,14,False,False,False
446,0,mast_20250822_151155_612,11,False,False,False
447,0,mast_20250822_151156_602,11,False,False,False
448,0,mast_20250822_151157_614,11,False,False,False
449,0,mast_20250822_151158_608,14,False,False,False
450,0,mast_20250822_151159_595,11,False,False,False
451,0,mast_20250822_151200_603,11,False,False,False
452,0,mast_20250822_151201_644,-1,False,True,True
453,0,mast_20250822_151202_648,-1,False,True,True
454,0,mast_20250822_151203_641,11,False,False,False
455,0,mast_20250822_151204_638,14,False,False,False
456,0,mast_20250822_151205_662,11,False,False,False
457,0,mast_20250822_151206_672,11,False,False,False
458,0,mast_20250822_151207_655,11,False,False,False
459,0,mast_20250822_151208_645,14,False,False,False
460,0,mast_20250822_151209_656,14,False,False,False
461,0,mast_20250822_151210_649,11,False,False,False
462,0,mast_20250822_151211_656,11,False,False,False
463,0,mast_20250822_151212_653,11,False,False,False
464,0,mast_20250822_151213_644,11,False,False,False
465,0,mast_20250822_151214_654,14,False,False,False
466,0,mast_20250822_151215_647,14,False,False,False
467,0,mast_20250822_151216_656,11,False,False,False
468,0,mast_20250822_151217_647,11,False,False,False
469,0,mast_20250822_151218_640,11,False,False,False
470,0,mast_20250822_151219_640,14,False,False,False
471,0,mast_20250822_151220_671,11,False,False,False
472,0,mast_20250822_151221_660,11,False,False,False
473,0,mast_20250822_151222_650,11,False,False,False
474,0,mast_20250822_151223_663,11,False,False,False
475,0,mast_20250822_151224_656,-1,False,True,True
476,0,mast_20250822_151225_665,14,False,False,False
477,0,mast_20250822_151226_652,-1,False,True,True
478,0,mast_20250822_151227_665,11,False,False,False
479,0,mast_20250822_151228_656,11,False,False,False
480,0,mast_20250822_151229_648,14,False,False,False
481,0,mast_20250822_151230_656,11,False,False,False
482,1,elevator_20250730_145544_932,16,False,False,False
483,1,elevator_20250730_145545_922,-1,False,True,True
484,1,elevator_20250730_145546_940,17,False,False,False
485,1,elevator_20250730_145547_921,-1,False,True,True
486,1,elevator_20250730_145548_915,18,False,False,False
487,1,elevator_20250730_145549_920,17,False,False,False
488,1,elevator_20250730_145550_911,19,False,False,False
489,1,elevator_20250730_145551_922,16,False,False,False
490,1,elevator_20250730_145552_913,17,False,False,False
491,1,elevator_20250730_145553_910,17,False,False,False
492,1,elevator_20250730_145554_913,20,False,False,False
493,1,elevator_20250730_145555_907,-1,False,True,True
494,1,elevator_20250730_145556_913,17,False,False,False
495,1,elevator_20250730_145557_908,19,False,False,False
496,1,elevator_20250730_145558_936,16,False,False,False
497,1,elevator_20250730_145559_919,17,False,False,False
498,1,elevator_20250730_145600_928,-1,False,True,True
499,1,elevator_20250730_145601_924,18,False,False,False
500,1,elevator_20250730_145602_929,-1,False,True,True
501,1,elevator_20250730_145603_924,17,False,False,False
502,1,elevator_20250730_145604_914,16,False,False,False
503,1,elevator_20250730_145605_920,-1,False,True,True
504,1,elevator_20250730_145606_908,17,False,False,False
505,1,elevator_20250730_145607_919,-1,False,True,True
506,1,elevator_20250730_145608_914,18,False,False,False
507,1,elevator_20250730_145609_902,17,False,False,False
508,1,elevator_20250730_145610_915,19,False,False,False
509,1,elevator_20250730_145611_907,16,False,False,False
510,1,elevator_20250730_145612_910,17,False,False,False
511,1,elevator_20250730_145613_924,17,False,False,False
512,1,elevator_20250730_145614_933,20,False,False,False
513,1,elevator_20250730_145615_920,-1,False,True,True
514,1,elevator_20250730_145616_935,17,False,False,False
515,1,elevator_20250730_145617_925,19,False,False,False
516,1,elevator_20250730_145618_913,16,False,False,False
517,1,elevator_20250730_145619_921,17,False,False,False
518,1,elevator_20250730_145620_914,-1,False,True,True
519,1,elevator_20250730_145621_923,20,False,False,False
520,1,elevator_20250730_145622_915,-1,False,True,True
521,1,elevator_20250730_145623_905,17,False,False,False
522,1,elevator_20250730_145624_916,16,False,False,False
523,1,elevator_20250730_145625_905,16,False,False,False
524,1,elevator_20250730_145626_913,17,False,False,False
525,1,elevator_20250730_145627_906,19,False,False,False
526,1,elevator_20250730_145628_929,18,False,False,False
527,1,elevator_20250730_145629_922,17,False,False,False
528,1,elevator_20250730_145630_930,-1,False,True,True
529,1,elevator_20250730_145631_924,16,False,False,False
530,1,elevator_20250730_145632_932,17,False,False,False
531,1,elevator_20250730_145633_921,17,False,False,False
532,1,elevator_20250730_145634_916,20,False,False,False
533,1,elevator_20250730_145635_921,18,False,False,False
534,1,elevator_20250730_145636_907,17,False,False,False
535,1,elevator_20250730_145637_922,19,False,False,False
536,1,elevator_20250730_145638_915,16,False,False,False
537,1,elevator_20250730_145639_904,17,False,False,False
538,1,elevator_20250730_145640_914,-1,False,True,True
539,1,elevator_20250730_145641_906,20,False,False,False
540,1,elevator_20250730_145642_913,-1,False,True,True
541,1,elevator_20250730_145643_925,17,False,False,False
542,1,elevator_20250730_145644_928,16,False,False,False
543,1,elevator_20250730_145645_917,16,False,False,False
544,1,elevator_20250730_145646_932,17,False,False,False
545,1,elevator_20250730_145647_923,19,False,False,False
546,1,elevator_20250730_145648_913,18,False,False,False
547,1,elevator_20250730_145649_919,17,False,False,False
548,1,elevator_20250730_145650_912,17,False,False,False
549,1,elevator_20250730_145651_920,16,False,False,False
550,1,elevator_20250730_145652_908,-1,False,True,True
551,1,elevator_20250730_145653_905,17,False,False,False
552,1,elevator_20250730_145654_917,20,False,False,False
553,1,elevator_20250730_145655_902,18,False,False,False
554,1,elevator_20250730_145656_917,17,False,False,False
555,1,elevator_20250730_145657_909,19,False,False,False
556,1,elevator_20250730_145658_926,16,False,False,False
557,1,elevator_20250730_145659_926,17,False,False,False
558,1,elevator_20250730_145700_930,17,False,False,False
559,1,elevator_20250730_145701_920,20,False,False,False
560,1,elevator_20250730_145702_929,-1,False,True,True
561,1,elevator_20250730_145703_924,17,False,False,False
562,1,elevator_20250730_145704_916,19,False,False,False
563,1,elevator_20250730_145705_920,16,False,False,False
564,1,elevator_20250730_145706_916,17,False,False,False
565,1,elevator_20250730_145707_923,19,False,False,False
566,1,elevator_20250730_145708_916,18,False,False,False
567,1,elevator_20250730_145709_904,-1,False,True,True
568,1,elevator_20250730_145710_913,17,False,False,False
569,1,elevator_20250730_145711_906,16,False,False,False
570,1,elevator_20250730_145712_913,-1,False,True,True
571,1,elevator_20250730_145713_923,17,False,False,False
572,1,elevator_20250730_145714_929,-1,False,True,True
573,1,elevator_20250730_145715_919,18,False,False,False
