idx,label,group,z1,z2,flag_near_env,flag_outlier,remove,dist_to_env_centroid,R_env
48,0,mast_20250730_143718_794,-13.11904,46.120914,False,False,False,99.28581,25.05251
49,0,mast_20250730_143719_787,-2.9932044,40.515717,False,False,False,94.511284,25.05251
50,0,mast_20250730_143720_791,-5.3246865,-64.79503,True,True,True,15.648778,25.05251
51,0,mast_20250730_143721_783,-8.592151,-59.923916,True,True,True,9.873049,25.05251
52,0,mast_20250730_143722_787,-15.782658,45.87611,False,False,False,99.00599,25.05251
53,0,mast_20250730_143723_782,-5.796212,44.67788,False,False,False,98.31353,25.05251
54,0,mast_20250730_143724_789,-1.5760678,39.307148,False,False,False,93.51828,25.05251
55,0,mast_20250730_143725_786,-12.034167,-72.94983,True,True,True,20.166336,25.05251
56,0,mast_20250730_143726_774,-11.320908,43.056076,False,False,False,96.28814,25.05251
57,0,mast_20250730_143727_784,-16.028326,47.279053,False,False,False,100.4093,25.05251
58,0,mast_20250730_143728_772,-4.5741186,41.256752,False,False,False,95.046646,25.05251
59,0,mast_20250730_143729_801,-11.900655,-61.08448,True,True,True,8.839569,25.05251
60,0,mast_20250730_143730_794,-1.362488,-60.50962,True,True,True,16.174938,25.05251
61,0,mast_20250730_143731_799,-16.410881,45.133415,False,False,False,98.26547,25.05251
62,0,mast_20250730_143732_792,-6.8259597,45.503872,False,False,False,99.03716,25.05251
63,0,mast_20250730_143733_796,-1.8687954,39.60783,False,False,False,93.7717,25.05251
64,0,mast_20250730_143734_791,-1.5493586,-61.737938,True,True,True,16.610907,25.05251
65,0,mast_20250730_143735_786,-10.606349,42.67514,False,False,False,95.94331,25.05251
66,0,mast_20250730_143736_790,-15.531097,46.456913,False,False,False,99.58705,25.05251
67,0,mast_20250730_143737_785,-4.535983,41.633816,False,False,False,95.42559,25.05251
68,0,mast_20250730_143738_787,-0.65861976,37.790237,False,False,False,92.16504,25.05251
69,0,mast_20250730_143739_787,-2.5658336,-61.72409,True,True,True,15.742816,25.05251
70,0,mast_20250730_143740_772,-14.007664,44.89265,False,False,False,98.03812,25.05251
71,0,mast_20250730_143741_783,-11.662304,45.824818,False,False,False,99.03933,25.05251
72,0,mast_20250730_143742_779,-2.0328126,41.742153,False,False,False,95.8594,25.05251
73,0,mast_20250730_143743_779,-9.671878,-63.992977,True,True,True,12.450753,25.05251
74,0,mast_20250730_143744_791,-6.94922,-59.98603,True,True,True,11.160781,25.05251
75,0,mast_20250730_143745_802,-15.919361,45.2373,False,False,False,98.36732,25.05251
76,0,mast_20250730_143746_795,-5.435282,43.32456,False,False,False,97.005005,25.05251
77,0,mast_20250730_143747_802,-1.1597483,38.360344,False,False,False,92.64721,25.05251
78,0,mast_20250730_143748_792,-0.32757926,-61.84828,True,True,True,17.721207,25.05251
79,0,mast_20250730_143749_796,-13.343388,44.76047,False,False,False,97.920074,25.05251
80,0,mast_20250730_143750_795,-16.842613,45.89166,False,False,False,99.0275,25.05251
81,0,mast_20250730_143751_781,-2.6196864,41.59589,False,False,False,95.63226,25.05251
82,0,mast_20250730_143752_792,-11.099853,-60.29562,True,True,True,8.545518,25.05251
83,0,mast_20250730_143753_784,-4.0592527,-60.15875,True,True,True,13.64605,25.05251
84,0,mast_20250730_143754_793,-15.618427,44.354683,False,False,False,97.48466,25.05251
85,0,mast_20250730_143755_784,-6.175228,43.596695,False,False,False,97.19989,25.05251
86,0,mast_20250730_143756_777,-1.7103066,38.693687,False,False,False,92.89156,25.05251
87,0,mast_20250730_143757_784,-10.253898,-66.06115,True,True,True,14.053075,25.05251
88,0,mast_20250730_143758_777,-10.667981,42.841187,False,False,False,96.105835,25.05251
89,0,mast_20250730_143759_803,-16.734674,45.238434,False,False,False,98.37319,25.05251
90,0,mast_20250730_143800_796,-3.8461556,43.3506,False,False,False,97.212776,25.05251
91,0,mast_20250730_143801_801,-1.3899039,38.078995,False,False,False,92.333305,25.05251
92,0,mast_20250730_143802_790,-5.391436,-62.070583,True,True,True,13.687828,25.05251
93,0,mast_20250730_143803_794,-15.484423,44.168858,False,False,False,97.29911,25.05251
94,0,mast_20250730_143804_791,-7.4433203,43.903774,False,False,False,97.38905,25.05251
95,0,mast_20250730_143805_782,-2.518278,40.083782,False,False,False,94.148926,25.05251
96,0,mast_20250730_143806_793,-4.8458776,-66.945145,True,True,True,17.603647,25.05251
97,0,mast_20250730_143807_785,-7.7330422,-57.106667,True,True,True,8.954317,25.05251
98,0,mast_20250730_143808_795,-16.971811,46.548653,False,False,False,99.68594,25.05251
99,0,mast_20250730_143809_786,-5.147506,43.874737,False,False,False,97.58295,25.05251
100,0,mast_20250730_143810_775,-2.0429385,39.15905,False,False,False,93.30214,25.05251
101,0,mast_20250730_143811_786,-5.893211,-61.65901,True,True,True,13.039063,25.05251
102,0,mast_20250730_143812_776,-13.045459,43.695545,False,False,False,96.86335,25.05251
103,0,mast_20250730_143813_782,-12.603219,45.693027,False,False,False,98.87318,25.05251
104,0,mast_20250730_143814_810,-3.54026,40.469246,False,False,False,94.392876,25.05251
105,0,mast_20250730_143815_803,-4.0763497,-73.270515,True,True,True,23.28208,25.05251
106,0,mast_20250730_143816_791,-8.271792,-60.522003,True,True,True,10.519229,25.05251
107,0,mast_20250730_143817_798,-16.32873,45.354153,False,False,False,98.485695,25.05251
108,0,mast_20250730_143818_790,-5.3749003,44.510498,False,False,False,98.19067,25.05251
109,0,mast_20250730_143819_796,-0.9409849,38.942158,False,False,False,93.25631,25.05251
110,0,mast_20250730_143820_785,-5.916693,-63.767082,True,True,True,14.489944,25.05251
111,0,mast_20250730_143821_783,-11.785663,42.930687,False,False,False,96.14257,25.05251
112,0,mast_20250730_143822_792,-15.320961,46.958675,False,False,False,100.0895,25.05251
113,0,mast_20250730_143823_784,-3.653585,41.838505,False,False,False,95.7364,25.05251
114,0,mast_20250730_143824_791,-11.081246,-62.078945,True,True,True,10.096407,25.05251
115,0,mast_20250730_143825_787,-8.458785,-60.16811,True,True,True,10.138216,25.05251
116,0,mast_20250730_143826_771,-15.567191,45.475956,False,False,False,98.60601,25.05251
117,0,mast_20250730_143827_784,-6.557455,45.36915,False,False,False,98.92759,25.05251
118,0,mast_20250730_143828_778,-1.0736017,40.770283,False,False,False,95.041084,25.05251
119,0,mast_20250730_143829_794,-7.112155,-64.4656,True,True,True,14.255227,25.05251
120,0,mast_20250730_143830_794,-10.702009,42.76259,False,False,False,96.02556,25.05251
121,0,mast_20250730_143831_804,-16.064598,47.201767,False,False,False,100.33213,25.05251
122,0,mast_20250730_143832_788,-4.235106,41.845695,False,False,False,95.67176,25.05251
123,0,mast_20250730_143833_799,-11.3536415,-60.48779,True,True,True,8.5742655,25.05251
124,0,mast_20250730_143834_794,-6.77866,-62.464977,True,True,True,12.951196,25.05251
125,0,mast_20250730_143835_782,-15.095957,46.1024,False,False,False,99.234474,25.05251
126,0,mast_20250730_143836_793,-10.750638,45.816765,False,False,False,99.07315,25.05251
127,0,mast_20250730_143837_781,-1.6843224,40.856457,False,False,False,95.03388,25.05251
128,0,mast_20250730_143838_794,-4.9052196,-63.82881,True,True,True,15.238199,25.05251
129,0,mast_20250730_143839_785,-6.8926563,-59.05931,True,True,True,10.663669,25.05251
130,0,mast_20250730_143840_778,-16.06272,45.000793,False,False,False,98.13116,25.05251
131,0,mast_20250730_143841_781,-5.094503,42.75669,False,False,False,96.47745,25.05251
132,0,mast_20250730_143842_777,-0.50805324,38.83932,False,False,False,93.22461,25.05251
133,0,mast_20250730_143843_784,-1.9354231,-62.730305,True,True,True,16.827702,25.05251
134,0,mast_20250730_143844_809,-13.485888,44.52714,False,False,False,97.683395,25.05251
135,0,mast_20250730_143845_802,-12.565071,46.123016,False,False,False,99.30417,25.05251
136,0,mast_20250730_143846_792,-2.9475286,41.57875,False,False,False,95.5708,25.05251
137,0,mast_20250730_143847_802,-11.56581,-61.122066,True,True,True,9.023926,25.05251
138,0,mast_20250730_143848_790,-6.795755,-60.098824,True,True,True,11.351166,25.05251
139,0,mast_20250730_143849_801,-15.64537,45.030884,False,False,False,98.16083,25.05251
140,0,mast_20250730_143850_794,-6.5690765,43.49133,False,False,False,97.05697,25.05251
141,0,mast_20250730_143851_784,-3.0650997,38.81176,False,False,False,92.813354,25.05251
142,0,mast_20250730_143852_790,-11.9049,-67.46151,True,True,True,14.839988,25.05251
143,0,mast_20250730_143853_782,-12.402118,44.116814,False,False,False,97.304504,25.05251
144,0,mast_20250730_143854_793,-17.248627,45.77567,False,False,False,98.91682,25.05251
145,0,mast_20250730_143855_782,-2.9990962,42.159317,False,False,False,96.139305,25.05251
146,0,mast_20250730_143856_775,-0.15046658,39.242954,False,False,False,93.68173,25.05251
147,0,mast_20250730_143857_785,-5.578561,-60.869156,True,True,True,12.785657,25.05251
148,0,mast_20250730_143858_775,-14.96628,44.226,False,False,False,97.359085,25.05251
149,0,mast_20250730_143859_799,-7.6333275,43.824024,False,False,False,97.29355,25.05251
150,0,mast_20250819_093017_236,-30.065971,-7.7295365,False,False,False,47.602222,25.05251
151,0,mast_20250819_093018_235,-23.137188,-15.121138,False,False,False,38.71885,25.05251
152,0,mast_20250819_093019_243,-9.405447,-30.284182,True,False,True,23.711878,25.05251
153,0,mast_20250819_093020_231,-21.308102,-35.324093,True,False,True,18.651377,25.05251
154,0,mast_20250819_093021_235,-32.787457,-13.522137,False,False,False,43.11438,25.05251
155,0,mast_20250819_093022_236,-31.82274,-7.055518,False,False,False,48.795418,25.05251
156,0,mast_20250819_093023_225,-28.34156,-14.68771,False,False,False,40.449986,25.05251
157,0,mast_20250819_093024_219,-17.434507,-18.978628,False,False,False,34.192486,25.05251
158,0,mast_20250819_093025_228,-14.046312,-30.591248,True,False,True,22.60337,25.05251
159,0,mast_20250819_093026_228,-32.116695,-18.947344,False,False,False,37.896225,25.05251
160,0,mast_20250819_093027_239,-34.46988,-12.635479,False,False,False,44.609554,25.05251
161,0,mast_20250819_093028_233,-32.052055,-6.2120275,False,False,False,49.667416,25.05251
162,0,mast_20250819_093029_221,-28.7709,-11.520306,False,False,False,43.59758,25.05251
163,0,mast_20250819_093030_232,-6.433453,-28.828896,False,False,False,26.027761,25.05251
164,0,mast_20250819_093031_257,-21.080742,-32.085747,True,False,True,21.707378,25.05251
165,0,mast_20250819_093032_255,-30.06698,-16.924706,False,False,False,38.931015,25.05251
166,0,mast_20250819_093033_247,-33.748333,-8.134952,False,False,False,48.458992,25.05251
167,0,mast_20250819_093034_253,-26.48769,-11.352223,False,False,False,43.13404,25.05251
168,0,mast_20250819_093035_248,-25.669622,-13.769119,False,False,False,40.590057,25.05251
169,0,mast_20250819_093036_252,-12.379472,-30.357456,True,False,True,23.021358,25.05251
170,0,mast_20250819_093037_232,-19.906147,-33.17386,True,False,True,20.383032,25.05251
171,0,mast_20250819_093038_262,-34.130234,-14.949996,False,False,False,42.371246,25.05251
172,0,mast_20250819_093039_236,-30.28831,-10.610835,False,False,False,44.933975,25.05251
173,0,mast_20250819_093040_234,-29.349411,-8.138685,False,False,False,46.99993,25.05251
174,0,mast_20250819_093041_256,-21.874245,-17.210016,False,False,False,36.437225,25.05251
175,0,mast_20250819_093042_235,-8.55786,-28.091661,False,False,False,26.052313,25.05251
176,0,mast_20250819_093043_250,-23.084446,-37.25526,True,False,True,17.48463,25.05251
177,0,mast_20250819_093044_225,-32.752377,-12.359903,False,False,False,44.17096,25.05251
178,0,mast_20250819_093045_216,-32.24032,-7.547604,False,False,False,48.47146,25.05251
179,0,mast_20250819_093046_250,-29.594345,-13.98173,False,False,False,41.522068,25.05251
180,0,mast_20250819_093047_262,-9.424856,-25.509815,False,False,False,28.336355,25.05251
181,0,mast_20250819_093048_249,-10.977025,-32.3203,True,False,True,21.35124,25.05251
182,0,mast_20250819_093049_234,-32.445637,-17.389164,False,False,False,39.445515,25.05251
183,0,mast_20250819_093050_252,-34.632477,-10.921269,False,False,False,46.237377,25.05251
184,0,mast_20250819_093051_237,-30.973246,-5.6137614,False,False,False,49.893402,25.05251
185,0,mast_20250819_093052_252,-26.396627,-12.794596,False,False,False,41.715244,25.05251
186,0,mast_20250819_093053_240,-5.782073,-30.269642,True,False,True,24.941254,25.05251
187,0,mast_20250819_093054_233,-21.226746,-33.497467,True,False,True,20.380447,25.05251
188,0,mast_20250819_093055_246,-31.59896,-14.599829,False,False,False,41.660175,25.05251
189,0,mast_20250819_093056_230,-34.259853,-6.9169283,False,False,False,49.779877,25.05251
190,0,mast_20250819_093057_238,-27.59119,-12.664401,False,False,False,42.160774,25.05251
191,0,mast_20250819_093058_230,-25.819084,-16.291477,False,False,False,38.18818,25.05251
192,0,mast_20250819_093059_224,-10.209208,-29.826292,True,False,True,23.954584,25.05251
193,0,mast_20250819_093100_229,-22.65876,-34.38799,True,False,True,19.972708,25.05251
194,0,mast_20250819_093101_253,-33.78165,-13.60587,False,False,False,43.44051,25.05251
195,0,mast_20250819_093102_249,-31.495228,-9.307131,False,False,False,46.563526,25.05251
196,0,mast_20250819_093103_346,-28.88986,-9.616015,False,False,False,45.452824,25.05251
197,0,mast_20250819_093104_364,-5.8105884,-27.711876,False,False,False,27.294369,25.05251
198,0,mast_20250819_093105_364,-12.476891,-29.111898,True,False,True,24.240767,25.05251
199,0,mast_20250819_093106_363,-30.971428,-15.97832,False,False,False,40.146645,25.05251
200,0,mast_20250819_093107_355,-33.12226,-10.888481,False,False,False,45.67197,25.05251
201,0,mast_20250819_093108_346,-27.133158,-10.008903,False,False,False,44.596664,25.05251
202,0,mast_20250819_093109_342,-26.65883,-14.906329,False,False,False,39.74815,25.05251
203,0,mast_20250819_093110_352,-9.200516,-31.960297,True,False,True,22.1613,25.05251
204,0,mast_20250819_093111_361,-18.968018,-32.056946,True,False,True,21.316349,25.05251
205,0,mast_20250819_093112_348,-32.865208,-15.160436,False,False,False,41.646244,25.05251
206,0,mast_20250819_093113_342,-31.44015,-10.852353,False,False,False,45.093098,25.05251
207,0,mast_20250819_093114_344,-30.581146,-8.365803,False,False,False,47.155197,25.05251
208,0,mast_20250819_093115_340,-24.060883,-14.909737,False,False,False,39.11206,25.05251
209,0,mast_20250819_093116_372,-7.978093,-29.363213,True,False,True,25.006948,25.05251
210,0,mast_20250819_093117_366,-24.97164,-37.802044,True,False,True,17.885017,25.05251
211,0,mast_20250819_093118_354,-32.349564,-13.063679,False,False,False,43.366493,25.05251
212,0,mast_20250819_093119_363,-33.054142,-6.760635,False,False,False,49.490795,25.05251
213,0,mast_20250819_093120_356,-28.608673,-13.321589,False,False,False,41.831753,25.05251
214,0,mast_20250819_093121_355,-19.411001,-18.858622,False,False,False,34.465626,25.05251
215,0,mast_20250819_093122_360,-12.259854,-31.85943,True,False,True,21.555828,25.05251
216,0,mast_20250819_093123_352,-30.889776,-18.67634,False,False,False,37.63088,25.05251
217,0,mast_20250819_093124_354,-35.00771,-12.310698,False,False,False,45.131374,25.05251
218,0,mast_20250819_093125_346,-32.19692,-5.155117,False,False,False,50.713783,25.05251
219,0,mast_20250819_093126_363,-28.258224,-8.485679,False,False,False,46.36178,25.05251
220,0,mast_20250819_093127_336,-7.1637716,-26.803974,False,False,False,27.692537,25.05251
221,0,mast_20250819_093128_337,-10.902067,-28.483154,False,False,False,25.120111,25.05251
222,0,mast_20250819_093129_349,-31.705526,-16.704105,False,False,False,39.764687,25.05251
223,0,mast_20250819_093130_339,-33.34337,-9.323277,False,False,False,47.2053,25.05251
224,0,mast_20250819_093131_366,-27.602074,-11.48905,False,False,False,43.293102,25.05251
225,0,mast_20250819_093132_352,-25.122215,-14.955402,False,False,False,39.306744,25.05251
226,0,mast_20250819_093133_347,-8.175845,-31.392176,True,False,True,23.021376,25.05251
227,0,mast_20250819_093134_353,-16.900501,-31.82631,True,False,True,21.334301,25.05251
228,0,mast_20250819_093135_360,-33.181854,-14.772689,False,False,False,42.130043,25.05251
229,0,mast_20250819_093136_353,-30.64587,-11.493502,False,False,False,44.21879,25.05251
230,0,mast_20250819_093137_344,-30.180193,-6.721233,False,False,False,48.59861,25.05251
231,0,mast_20250819_093138_361,-23.408989,-15.871632,False,False,False,38.03614,25.05251
232,0,mast_20250819_093139_335,-11.3226,-30.566277,True,False,True,22.994991,25.05251
233,0,mast_20250822_143751_229,-44.907204,28.086483,False,False,False,86.289635,25.05251
234,0,mast_20250822_143752_213,-34.593792,25.03223,False,False,False,80.400154,25.05251
235,0,mast_20250822_143753_213,-30.79249,26.844925,False,False,False,81.37611,25.05251
236,0,mast_20250822_143754_222,-34.086456,32.727516,False,False,False,87.79239,25.05251
237,0,mast_20250822_143755_214,-39.54603,35.045357,False,False,False,91.32823,25.05251
238,0,mast_20250822_143756_227,-41.632034,30.034245,False,False,False,87.09679,25.05251
239,0,mast_20250822_143757_203,-33.732613,25.473707,False,False,False,80.63305,25.05251
240,0,mast_20250822_143758_210,-32.78263,25.805363,False,False,False,80.750755,25.05251
241,0,mast_20250822_143759_216,-36.151253,31.883696,False,False,False,87.425865,25.05251
242,0,mast_20250822_143800_200,-42.699398,33.261677,False,False,False,90.49562,25.05251
243,0,mast_20250822_143801_216,-44.6465,28.51405,False,False,False,86.604866,25.05251
244,0,mast_20250822_143802_201,-33.725403,23.498604,False,False,False,78.70724,25.05251
245,0,mast_20250822_143803_196,-33.22703,25.830734,False,False,False,80.8704,25.05251
246,0,mast_20250822_143804_257,-33.465816,32.61426,False,False,False,87.55399,25.05251
247,0,mast_20250822_143805_273,-39.188625,35.37379,False,False,False,91.553246,25.05251
248,0,mast_20250822_143806_273,-41.049446,30.806755,False,False,False,87.66485,25.05251
249,0,mast_20250822_143807_266,-45.026802,25.947155,False,False,False,84.320625,25.05251
250,0,mast_20250822_143808_281,-30.614191,25.960226,False,False,False,80.473694,25.05251
251,0,mast_20250822_143809_256,-35.5226,31.808048,False,False,False,87.207664,25.05251
252,0,mast_20250822_143810_278,-42.172092,34.052677,False,False,False,91.09675,25.05251
253,0,mast_20250822_143811_267,-44.50236,29.122976,False,False,False,87.131485,25.05251
254,0,mast_20250822_143812_260,-35.05601,24.245794,False,False,False,79.74642,25.05251
255,0,mast_20250822_143813_268,-32.466095,23.902027,False,False,False,78.823524,25.05251
256,0,mast_20250822_143814_260,-33.140686,32.58273,False,False,False,87.4579,25.05251
257,0,mast_20250822_143815_270,-35.937714,34.52301,False,False,False,89.94631,25.05251
258,0,mast_20250822_143816_263,-40.747826,31.259367,False,False,False,88.012184,25.05251
259,0,mast_20250822_143817_254,-45.044785,26.980654,False,False,False,85.29678,25.05251
260,0,mast_20250822_143818_264,-31.852007,26.686792,False,False,False,81.423515,25.05251
261,0,mast_20250822_143819_252,-33.28574,31.190916,False,False,False,86.12371,25.05251
262,0,mast_20250822_143820_279,-41.739193,34.51215,False,False,False,91.41258,25.05251
263,0,mast_20250822_143821_272,-44.373623,30.549755,False,False,False,88.43789,25.05251
264,0,mast_20250822_143822_281,-33.97047,22.930319,False,False,False,78.210785,25.05251
265,0,mast_20250822_143823_272,-32.254505,25.734352,False,False,False,80.57154,25.05251
266,0,mast_20250822_143824_281,-32.44349,29.286686,False,False,False,84.08905,25.05251
267,0,mast_20250822_143825_268,-34.922344,34.013386,False,False,False,89.22614,25.05251
268,0,mast_20250822_143826_282,-39.67089,33.696995,False,False,False,90.06019,25.05251
269,0,mast_20250822_143827_273,-43.899605,26.801004,False,False,False,84.74089,25.05251
270,0,mast_20250822_143828_268,-32.57446,24.790005,False,False,False,79.71433,25.05251
271,0,mast_20250822_143829_275,-32.393204,29.193817,False,False,False,83.98806,25.05251
272,0,mast_20250822_143830_266,-41.374916,35.06103,False,False,False,91.83667,25.05251
273,0,mast_20250822_143831_275,-43.998386,30.793692,False,False,False,88.54834,25.05251
274,0,mast_20250822_143832_268,-34.789093,26.281246,False,False,False,81.660225,25.05251
275,0,mast_20250822_143833_260,-33.6493,24.113365,False,False,False,79.28868,25.05251
276,0,mast_20250822_143834_267,-33.24151,28.090082,False,False,False,83.08087,25.05251
277,0,mast_20250822_143835_295,-33.61947,34.16037,False,False,False,89.09937,25.05251
278,0,mast_20250822_143836_287,-39.722897,33.494495,False,False,False,89.87882,25.05251
279,0,mast_20250822_143837_277,-43.689194,26.861197,False,False,False,84.728065,25.05251
280,0,mast_20250822_143838_286,-33.283844,26.06051,False,False,False,81.107025,25.05251
281,0,mast_20250822_143839_279,-31.538736,28.563805,False,False,False,83.204315,25.05251
282,0,mast_20250822_143840_287,-41.2055,35.5224,False,False,False,92.232925,25.05251
283,0,mast_20250822_143841_271,-43.553715,31.12931,False,False,False,88.726166,25.05251
284,0,mast_20250822_143842_272,-36.219265,25.795334,False,False,False,81.53491,25.05251
285,0,mast_20250822_143843_281,-34.42983,24.232523,False,False,False,79.5843,25.05251
286,0,mast_20250822_143844_271,-33.91685,27.599085,False,False,False,82.74654,25.05251
287,0,mast_20250822_143845_271,-33.993774,32.55546,False,False,False,87.6048,25.05251
288,0,mast_20250822_143846_263,-39.664986,34.331818,False,False,False,90.670815,25.05251
289,0,mast_20250822_143847_264,-43.3516,27.823206,False,False,False,85.52736,25.05251
290,0,mast_20250822_143848_275,-31.339462,24.393087,False,False,False,79.07376,25.05251
291,0,mast_20250822_143849_265,-32.786636,25.244009,False,False,False,80.20296,25.05251
292,0,mast_20250822_143850_289,-41.344917,34.44014,False,False,False,91.23218,25.05251
293,0,mast_20250822_143851_298,-43.146904,32.222713,False,False,False,89.64004,25.05251
294,0,mast_20250822_143852_291,-45.457035,27.44784,False,False,False,85.87742,25.05251
295,0,mast_20250822_143853_281,-34.650105,23.400597,False,False,False,78.82834,25.05251
296,0,mast_20250822_143854_294,-32.653,26.879213,False,False,False,81.773895,25.05251
297,0,mast_20250822_143855_271,-33.48522,33.26025,False,False,False,88.19062,25.05251
298,0,mast_20250822_143856_283,-39.973034,35.12694,False,False,False,91.51907,25.05251
299,0,mast_20250822_143857_272,-41.523,30.063707,False,False,False,87.0926,25.05251
300,0,mast_20250822_143858_265,-33.933346,24.77448,False,False,False,79.99695,25.05251
301,0,mast_20250822_143859_284,-31.342207,25.820347,False,False,False,80.47406,25.05251
302,0,mast_20250822_143900_274,-36.18617,32.161144,False,False,False,87.703804,25.05251
303,0,mast_20250822_143901_282,-42.692543,33.21046,False,False,False,90.44469,25.05251
304,0,mast_20250822_143902_276,-44.534695,28.756285,False,False,False,86.79612,25.05251
305,0,mast_20250822_143903_268,-34.308334,22.136713,False,False,False,77.519394,25.05251
306,0,mast_20250822_143904_274,-32.055958,25.506361,False,False,False,80.30786,25.05251
307,0,mast_20250822_143905_299,-34.278214,33.215324,False,False,False,88.309525,25.05251
308,0,mast_20250822_143906_290,-39.034912,35.30919,False,False,False,91.451546,25.05251
309,0,mast_20250822_143907_282,-41.49243,30.351053,False,False,False,87.35811,25.05251
310,0,mast_20250822_143908_280,-44.725754,26.168776,False,False,False,84.42472,25.05251
311,0,mast_20250822_143909_283,-31.847855,26.328394,False,False,False,81.071396,25.05251
312,0,mast_20250822_143910_291,-35.421494,31.906467,False,False,False,87.28069,25.05251
313,0,mast_20250822_143911_291,-42.306026,34.042522,False,False,False,91.12596,25.05251
314,0,mast_20250822_143912_383,-44.532593,29.430172,False,False,False,87.43149,25.05251
315,0,mast_20250822_143913_388,-36.04403,24.094389,False,False,False,79.84484,25.05251
316,0,mast_20250822_143914_401,-32.68622,22.925436,False,False,False,77.91694,25.05251
317,0,mast_20250822_143915_394,-33.03529,32.258255,False,False,False,87.118965,25.05251
318,0,mast_20250822_143916_400,-36.348675,34.50371,False,False,False,90.020615,25.05251
