x,y,label,group,file
-23.464544,-53.238045,0,mast_20250730_143650_790,tester_data\all_tester\mast_20250730_143650_790.wav
-22.25105,-55.819237,0,mast_20250730_143651_785,tester_data\all_tester\mast_20250730_143651_785.wav
-27.795366,-48.86075,0,mast_20250730_143652_794,tester_data\all_tester\mast_20250730_143652_794.wav
-43.82514,-14.221799,0,mast_20250730_143653_785,tester_data\all_tester\mast_20250730_143653_785.wav
-27.408558,-48.413982,0,mast_20250730_143654_776,tester_data\all_tester\mast_20250730_143654_776.wav
-24.891699,-55.067413,0,mast_20250730_143655_783,tester_data\all_tester\mast_20250730_143655_783.wav
-26.071682,-53.26844,0,mast_20250730_143656_775,tester_data\all_tester\mast_20250730_143656_775.wav
-41.661983,-13.127104,0,mast_20250730_143657_788,tester_data\all_tester\mast_20250730_143657_788.wav
-40.092575,-15.130837,0,mast_20250730_143658_777,tester_data\all_tester\mast_20250730_143658_777.wav
-25.245512,-51.565292,0,mast_20250730_143659_800,tester_data\all_tester\mast_20250730_143659_800.wav
-24.07262,-55.74466,0,mast_20250730_143700_794,tester_data\all_tester\mast_20250730_143700_794.wav
-28.70476,-49.331028,0,mast_20250730_143701_799,tester_data\all_tester\mast_20250730_143701_799.wav
-37.67637,-17.024025,0,mast_20250730_143702_794,tester_data\all_tester\mast_20250730_143702_794.wav
-42.92933,-12.805598,0,mast_20250730_143703_797,tester_data\all_tester\mast_20250730_143703_797.wav
-27.929266,-53.405754,0,mast_20250730_143704_791,tester_data\all_tester\mast_20250730_143704_791.wav
-27.851217,-53.48068,0,mast_20250730_143705_785,tester_data\all_tester\mast_20250730_143705_785.wav
-29.377754,-34.03855,0,mast_20250730_143706_788,tester_data\all_tester\mast_20250730_143706_788.wav
-33.823055,-28.413183,0,mast_20250730_143707_781,tester_data\all_tester\mast_20250730_143707_781.wav
-26.247862,-50.536575,0,mast_20250730_143708_795,tester_data\all_tester\mast_20250730_143708_795.wav
-23.210272,-55.867638,0,mast_20250730_143709_786,tester_data\all_tester\mast_20250730_143709_786.wav
-27.215239,-50.448387,0,mast_20250730_143710_775,tester_data\all_tester\mast_20250730_143710_775.wav
-43.316406,-14.765588,0,mast_20250730_143711_784,tester_data\all_tester\mast_20250730_143711_784.wav
-33.16707,-29.06194,0,mast_20250730_143712_774,tester_data\all_tester\mast_20250730_143712_774.wav
-27.782951,-52.64839,0,mast_20250730_143713_787,tester_data\all_tester\mast_20250730_143713_787.wav
-26.544224,-54.75121,0,mast_20250730_143714_794,tester_data\all_tester\mast_20250730_143714_794.wav
-31.24156,-33.473724,0,mast_20250730_143715_802,tester_data\all_tester\mast_20250730_143715_802.wav
-39.049503,-15.977677,0,mast_20250730_143716_791,tester_data\all_tester\mast_20250730_143716_791.wav
-30.204525,-34.5816,0,mast_20250730_143717_803,tester_data\all_tester\mast_20250730_143717_803.wav
-23.368788,-55.7434,0,mast_20250730_143718_794,tester_data\all_tester\mast_20250730_143718_794.wav
-26.066872,-51.62843,0,mast_20250730_143719_787,tester_data\all_tester\mast_20250730_143719_787.wav
-43.759186,-13.314048,0,mast_20250730_143720_791,tester_data\all_tester\mast_20250730_143720_791.wav
-43.87298,-13.279446,0,mast_20250730_143721_783,tester_data\all_tester\mast_20250730_143721_783.wav
-27.957165,-51.458733,0,mast_20250730_143722_787,tester_data\all_tester\mast_20250730_143722_787.wav
-25.349024,-55.57436,0,mast_20250730_143723_782,tester_data\all_tester\mast_20250730_143723_782.wav
-28.916336,-35.61217,0,mast_20250730_143724_789,tester_data\all_tester\mast_20250730_143724_789.wav
-28.039642,-30.34135,0,mast_20250730_143725_786,tester_data\all_tester\mast_20250730_143725_786.wav
-31.582033,-33.300716,0,mast_20250730_143726_774,tester_data\all_tester\mast_20250730_143726_774.wav
-22.482794,-55.369675,0,mast_20250730_143727_784,tester_data\all_tester\mast_20250730_143727_784.wav
-23.441193,-53.953266,0,mast_20250730_143728_772,tester_data\all_tester\mast_20250730_143728_772.wav
-37.728363,-14.738151,0,mast_20250730_143729_801,tester_data\all_tester\mast_20250730_143729_801.wav
-33.660694,-28.48364,0,mast_20250730_143730_794,tester_data\all_tester\mast_20250730_143730_794.wav
-29.043821,-50.138214,0,mast_20250730_143731_799,tester_data\all_tester\mast_20250730_143731_799.wav
-25.99359,-55.516987,0,mast_20250730_143732_792,tester_data\all_tester\mast_20250730_143732_792.wav
-26.442783,-50.450188,0,mast_20250730_143733_796,tester_data\all_tester\mast_20250730_143733_796.wav
-31.230673,-29.53979,0,mast_20250730_143734_791,tester_data\all_tester\mast_20250730_143734_791.wav
-28.426931,-34.40114,0,mast_20250730_143735_786,tester_data\all_tester\mast_20250730_143735_786.wav
-21.878214,-55.380135,0,mast_20250730_143736_790,tester_data\all_tester\mast_20250730_143736_790.wav
-21.948675,-55.38159,0,mast_20250730_143737_785,tester_data\all_tester\mast_20250730_143737_785.wav
-30.908834,-32.68781,0,mast_20250730_143738_787,tester_data\all_tester\mast_20250730_143738_787.wav
-41.75697,-15.43398,0,mast_20250730_143739_787,tester_data\all_tester\mast_20250730_143739_787.wav
-29.295107,-49.483788,0,mast_20250730_143740_772,tester_data\all_tester\mast_20250730_143740_772.wav
-25.628605,-55.504726,0,mast_20250730_143741_783,tester_data\all_tester\mast_20250730_143741_783.wav
-24.320206,-52.353203,0,mast_20250730_143742_779,tester_data\all_tester\mast_20250730_143742_779.wav
-30.14675,-30.277353,0,mast_20250730_143743_779,tester_data\all_tester\mast_20250730_143743_779.wav
-38.499817,-14.328776,0,mast_20250730_143744_791,tester_data\all_tester\mast_20250730_143744_791.wav
-24.241318,-53.3365,0,mast_20250730_143745_802,tester_data\all_tester\mast_20250730_143745_802.wav
-23.436998,-55.42568,0,mast_20250730_143746_795,tester_data\all_tester\mast_20250730_143746_795.wav
-27.891499,-48.722023,0,mast_20250730_143747_802,tester_data\all_tester\mast_20250730_143747_802.wav
-44.574272,-14.949271,0,mast_20250730_143748_792,tester_data\all_tester\mast_20250730_143748_792.wav
-27.987757,-48.89167,0,mast_20250730_143749_796,tester_data\all_tester\mast_20250730_143749_796.wav
-27.044415,-54.55489,0,mast_20250730_143750_795,tester_data\all_tester\mast_20250730_143750_795.wav
-28.185297,-52.13345,0,mast_20250730_143751_781,tester_data\all_tester\mast_20250730_143751_781.wav
-31.566648,-30.214354,0,mast_20250730_143752_792,tester_data\all_tester\mast_20250730_143752_792.wav
-31.23907,-29.978727,0,mast_20250730_143753_784,tester_data\all_tester\mast_20250730_143753_784.wav
-23.727428,-52.796345,0,mast_20250730_143754_793,tester_data\all_tester\mast_20250730_143754_793.wav
-22.975801,-55.86392,0,mast_20250730_143755_784,tester_data\all_tester\mast_20250730_143755_784.wav
-27.968922,-49.353382,0,mast_20250730_143756_777,tester_data\all_tester\mast_20250730_143756_777.wav
-38.297012,-16.455124,0,mast_20250730_143757_784,tester_data\all_tester\mast_20250730_143757_784.wav
-29.10653,-34.140392,0,mast_20250730_143758_777,tester_data\all_tester\mast_20250730_143758_777.wav
-27.202791,-54.024815,0,mast_20250730_143759_803,tester_data\all_tester\mast_20250730_143759_803.wav
-27.517248,-53.506756,0,mast_20250730_143800_796,tester_data\all_tester\mast_20250730_143800_796.wav
-28.996986,-34.009888,0,mast_20250730_143801_801,tester_data\all_tester\mast_20250730_143801_801.wav
-28.76176,-30.277426,0,mast_20250730_143802_790,tester_data\all_tester\mast_20250730_143802_790.wav
-26.757315,-50.56858,0,mast_20250730_143803_794,tester_data\all_tester\mast_20250730_143803_794.wav
-23.092901,-55.854427,0,mast_20250730_143804_791,tester_data\all_tester\mast_20250730_143804_791.wav
-27.266186,-50.10268,0,mast_20250730_143805_782,tester_data\all_tester\mast_20250730_143805_782.wav
-43.510326,-14.805667,0,mast_20250730_143806_793,tester_data\all_tester\mast_20250730_143806_793.wav
-44.816708,-12.852348,0,mast_20250730_143807_785,tester_data\all_tester\mast_20250730_143807_785.wav
-27.325968,-53.31032,0,mast_20250730_143808_795,tester_data\all_tester\mast_20250730_143808_795.wav
-26.152418,-54.897533,0,mast_20250730_143809_786,tester_data\all_tester\mast_20250730_143809_786.wav
-31.30252,-33.37919,0,mast_20250730_143810_775,tester_data\all_tester\mast_20250730_143810_775.wav
-40.56726,-15.021322,0,mast_20250730_143811_786,tester_data\all_tester\mast_20250730_143811_786.wav
-30.058884,-34.725536,0,mast_20250730_143812_776,tester_data\all_tester\mast_20250730_143812_776.wav
-22.129976,-55.85044,0,mast_20250730_143813_782,tester_data\all_tester\mast_20250730_143813_782.wav
-24.836758,-51.994823,0,mast_20250730_143814_810,tester_data\all_tester\mast_20250730_143814_810.wav
-38.124405,-15.70378,0,mast_20250730_143815_803,tester_data\all_tester\mast_20250730_143815_803.wav
-43.641033,-13.36492,0,mast_20250730_143816_791,tester_data\all_tester\mast_20250730_143816_791.wav
-28.171524,-52.057434,0,mast_20250730_143817_798,tester_data\all_tester\mast_20250730_143817_798.wav
-26.165802,-55.288757,0,mast_20250730_143818_790,tester_data\all_tester\mast_20250730_143818_790.wav
-29.82778,-34.636818,0,mast_20250730_143819_796,tester_data\all_tester\mast_20250730_143819_796.wav
-39.444984,-15.842947,0,mast_20250730_143820_785,tester_data\all_tester\mast_20250730_143820_785.wav
-29.813587,-34.25054,0,mast_20250730_143821_783,tester_data\all_tester\mast_20250730_143821_783.wav
-24.202639,-55.52267,0,mast_20250730_143822_792,tester_data\all_tester\mast_20250730_143822_792.wav
-25.763165,-52.36696,0,mast_20250730_143823_784,tester_data\all_tester\mast_20250730_143823_784.wav
-41.58134,-13.307555,0,mast_20250730_143824_791,tester_data\all_tester\mast_20250730_143824_791.wav
-38.351543,-15.775217,0,mast_20250730_143825_787,tester_data\all_tester\mast_20250730_143825_787.wav
-28.357546,-50.492077,0,mast_20250730_143826_771,tester_data\all_tester\mast_20250730_143826_771.wav
-24.936773,-55.706078,0,mast_20250730_143827_784,tester_data\all_tester\mast_20250730_143827_784.wav
-27.814901,-49.928787,0,mast_20250730_143828_778,tester_data\all_tester\mast_20250730_143828_778.wav
-27.780195,-30.648298,0,mast_20250730_143829_794,tester_data\all_tester\mast_20250730_143829_794.wav
-29.951902,-33.749664,0,mast_20250730_143830_794,tester_data\all_tester\mast_20250730_143830_794.wav
-23.473093,-54.920578,0,mast_20250730_143831_804,tester_data\all_tester\mast_20250730_143831_804.wav
-23.947466,-54.525986,0,mast_20250730_143832_788,tester_data\all_tester\mast_20250730_143832_788.wav
-41.48964,-13.036984,0,mast_20250730_143833_799,tester_data\all_tester\mast_20250730_143833_799.wav
-43.433723,-14.614782,0,mast_20250730_143834_794,tester_data\all_tester\mast_20250730_143834_794.wav
-29.426428,-49.55611,0,mast_20250730_143835_782,tester_data\all_tester\mast_20250730_143835_782.wav
-26.296679,-55.4455,0,mast_20250730_143836_793,tester_data\all_tester\mast_20250730_143836_793.wav
-25.567705,-51.312096,0,mast_20250730_143837_781,tester_data\all_tester\mast_20250730_143837_781.wav
-43.50543,-13.197831,0,mast_20250730_143838_794,tester_data\all_tester\mast_20250730_143838_794.wav
-38.535286,-14.224243,0,mast_20250730_143839_785,tester_data\all_tester\mast_20250730_143839_785.wav
-23.270039,-54.15693,0,mast_20250730_143840_778,tester_data\all_tester\mast_20250730_143840_778.wav
-22.521402,-55.396324,0,mast_20250730_143841_781,tester_data\all_tester\mast_20250730_143841_781.wav
-28.32862,-34.87503,0,mast_20250730_143842_777,tester_data\all_tester\mast_20250730_143842_777.wav
-28.617514,-29.135834,0,mast_20250730_143843_784,tester_data\all_tester\mast_20250730_143843_784.wav
-28.76104,-49.15642,0,mast_20250730_143844_809,tester_data\all_tester\mast_20250730_143844_809.wav
-27.19813,-54.62023,0,mast_20250730_143845_802,tester_data\all_tester\mast_20250730_143845_802.wav
-28.583263,-51.464966,0,mast_20250730_143846_792,tester_data\all_tester\mast_20250730_143846_792.wav
-38.73202,-14.526094,0,mast_20250730_143847_802,tester_data\all_tester\mast_20250730_143847_802.wav
-38.758137,-14.57106,0,mast_20250730_143848_790,tester_data\all_tester\mast_20250730_143848_790.wav
-24.197674,-52.816086,0,mast_20250730_143849_801,tester_data\all_tester\mast_20250730_143849_801.wav
-23.841766,-55.7081,0,mast_20250730_143850_794,tester_data\all_tester\mast_20250730_143850_794.wav
-28.675694,-49.17911,0,mast_20250730_143851_784,tester_data\all_tester\mast_20250730_143851_784.wav
-27.980505,-29.723978,0,mast_20250730_143852_790,tester_data\all_tester\mast_20250730_143852_790.wav
-27.60299,-48.421413,0,mast_20250730_143853_782,tester_data\all_tester\mast_20250730_143853_782.wav
-27.642342,-53.92778,0,mast_20250730_143854_793,tester_data\all_tester\mast_20250730_143854_793.wav
-28.066202,-53.009846,0,mast_20250730_143855_782,tester_data\all_tester\mast_20250730_143855_782.wav
-28.896557,-34.00362,0,mast_20250730_143856_775,tester_data\all_tester\mast_20250730_143856_775.wav
-40.20695,-14.964354,0,mast_20250730_143857_785,tester_data\all_tester\mast_20250730_143857_785.wav
-25.944252,-50.921814,0,mast_20250730_143858_775,tester_data\all_tester\mast_20250730_143858_775.wav
-23.499985,-56.02938,0,mast_20250730_143859_799,tester_data\all_tester\mast_20250730_143859_799.wav
-68.15765,8.48121,0,mast_20250819_093017_236,tester_data\all_tester\mast_20250819_093017_236.wav
-67.07999,6.438473,0,mast_20250819_093018_235,tester_data\all_tester\mast_20250819_093018_235.wav
-59.479057,7.7832394,0,mast_20250819_093019_243,tester_data\all_tester\mast_20250819_093019_243.wav
-50.1545,12.476174,0,mast_20250819_093020_231,tester_data\all_tester\mast_20250819_093020_231.wav
-58.82455,8.937169,0,mast_20250819_093021_235,tester_data\all_tester\mast_20250819_093021_235.wav
-69.12126,8.278841,0,mast_20250819_093022_236,tester_data\all_tester\mast_20250819_093022_236.wav
-69.40425,9.550535,0,mast_20250819_093023_225,tester_data\all_tester\mast_20250819_093023_225.wav
-61.724033,-0.711651,0,mast_20250819_093024_219,tester_data\all_tester\mast_20250819_093024_219.wav
-59.07072,1.9422698,0,mast_20250819_093025_228,tester_data\all_tester\mast_20250819_093025_228.wav
-51.925793,10.654851,0,mast_20250819_093026_228,tester_data\all_tester\mast_20250819_093026_228.wav
-60.659264,-0.97898793,0,mast_20250819_093027_239,tester_data\all_tester\mast_20250819_093027_239.wav
-67.28232,8.777146,0,mast_20250819_093028_233,tester_data\all_tester\mast_20250819_093028_233.wav
-71.01919,10.081014,0,mast_20250819_093029_221,tester_data\all_tester\mast_20250819_093029_221.wav
-61.319305,7.715255,0,mast_20250819_093030_232,tester_data\all_tester\mast_20250819_093030_232.wav
-52.718975,9.934871,0,mast_20250819_093031_257,tester_data\all_tester\mast_20250819_093031_257.wav
-52.393795,11.494166,0,mast_20250819_093032_255,tester_data\all_tester\mast_20250819_093032_255.wav
-62.464115,8.619686,0,mast_20250819_093033_247,tester_data\all_tester\mast_20250819_093033_247.wav
-70.1969,9.461299,0,mast_20250819_093034_253,tester_data\all_tester\mast_20250819_093034_253.wav
-65.32101,6.599366,0,mast_20250819_093035_248,tester_data\all_tester\mast_20250819_093035_248.wav
-60.72092,0.6256793,0,mast_20250819_093036_252,tester_data\all_tester\mast_20250819_093036_252.wav
-51.118523,11.935791,0,mast_20250819_093037_232,tester_data\all_tester\mast_20250819_093037_232.wav
-58.72084,6.2587533,0,mast_20250819_093038_262,tester_data\all_tester\mast_20250819_093038_262.wav
-61.838253,-0.64374995,0,mast_20250819_093039_236,tester_data\all_tester\mast_20250819_093039_236.wav
-64.405014,1.4309353,0,mast_20250819_093040_234,tester_data\all_tester\mast_20250819_093040_234.wav
-63.272877,-0.33350855,0,mast_20250819_093041_256,tester_data\all_tester\mast_20250819_093041_256.wav
-59.496727,-1.195858,0,mast_20250819_093042_235,tester_data\all_tester\mast_20250819_093042_235.wav
-50.906677,11.915055,0,mast_20250819_093043_250,tester_data\all_tester\mast_20250819_093043_250.wav
-60.130333,1.4157376,0,mast_20250819_093044_225,tester_data\all_tester\mast_20250819_093044_225.wav
-68.451645,7.5981126,0,mast_20250819_093045_216,tester_data\all_tester\mast_20250819_093045_216.wav
-68.17309,8.943334,0,mast_20250819_093046_250,tester_data\all_tester\mast_20250819_093046_250.wav
-63.74147,7.5778475,0,mast_20250819_093047_262,tester_data\all_tester\mast_20250819_093047_262.wav
-58.857155,-0.22638589,0,mast_20250819_093048_249,tester_data\all_tester\mast_20250819_093048_249.wav
-53.030994,10.179199,0,mast_20250819_093049_234,tester_data\all_tester\mast_20250819_093049_234.wav
-61.500916,0.52375454,0,mast_20250819_093050_252,tester_data\all_tester\mast_20250819_093050_252.wav
-63.945953,0.6654758,0,mast_20250819_093051_237,tester_data\all_tester\mast_20250819_093051_237.wav
-64.574745,1.9654403,0,mast_20250819_093052_252,tester_data\all_tester\mast_20250819_093052_252.wav
-60.787018,7.931282,0,mast_20250819_093053_240,tester_data\all_tester\mast_20250819_093053_240.wav
-58.14534,0.35859135,0,mast_20250819_093054_233,tester_data\all_tester\mast_20250819_093054_233.wav
-58.15921,6.8375025,0,mast_20250819_093055_246,tester_data\all_tester\mast_20250819_093055_246.wav
-63.78311,2.5094101,0,mast_20250819_093056_230,tester_data\all_tester\mast_20250819_093056_230.wav
-69.480896,8.886113,0,mast_20250819_093057_238,tester_data\all_tester\mast_20250819_093057_238.wav
-66.00559,8.394463,0,mast_20250819_093058_230,tester_data\all_tester\mast_20250819_093058_230.wav
-60.351875,1.3595747,0,mast_20250819_093059_224,tester_data\all_tester\mast_20250819_093059_224.wav
-51.305397,11.398622,0,mast_20250819_093100_229,tester_data\all_tester\mast_20250819_093100_229.wav
-59.960583,-0.59895176,0,mast_20250819_093101_253,tester_data\all_tester\mast_20250819_093101_253.wav
-65.35605,8.016388,0,mast_20250819_093102_249,tester_data\all_tester\mast_20250819_093102_249.wav
-68.79258,7.647444,0,mast_20250819_093103_346,tester_data\all_tester\mast_20250819_093103_346.wav
-63.112236,1.8444734,0,mast_20250819_093104_364,tester_data\all_tester\mast_20250819_093104_364.wav
-53.25231,11.038843,0,mast_20250819_093105_364,tester_data\all_tester\mast_20250819_093105_364.wav
-52.86148,10.53259,0,mast_20250819_093106_363,tester_data\all_tester\mast_20250819_093106_363.wav
-61.362328,7.9540443,0,mast_20250819_093107_355,tester_data\all_tester\mast_20250819_093107_355.wav
-71.04983,10.080787,0,mast_20250819_093108_346,tester_data\all_tester\mast_20250819_093108_346.wav
-69.223785,10.043369,0,mast_20250819_093109_342,tester_data\all_tester\mast_20250819_093109_342.wav
-63.140743,7.247244,0,mast_20250819_093110_352,tester_data\all_tester\mast_20250819_093110_352.wav
-52.033943,11.165313,0,mast_20250819_093111_361,tester_data\all_tester\mast_20250819_093111_361.wav
-58.157585,6.2140455,0,mast_20250819_093112_348,tester_data\all_tester\mast_20250819_093112_348.wav
-64.541626,8.3819475,0,mast_20250819_093113_342,tester_data\all_tester\mast_20250819_093113_342.wav
-69.60915,9.545504,0,mast_20250819_093114_344,tester_data\all_tester\mast_20250819_093114_344.wav
-69.37897,8.011777,0,mast_20250819_093115_340,tester_data\all_tester\mast_20250819_093115_340.wav
-59.21149,8.753389,0,mast_20250819_093116_372,tester_data\all_tester\mast_20250819_093116_372.wav
-52.813583,9.1604185,0,mast_20250819_093117_366,tester_data\all_tester\mast_20250819_093117_366.wav
-59.43964,0.04166459,0,mast_20250819_093118_354,tester_data\all_tester\mast_20250819_093118_354.wav
-66.006546,5.3811445,0,mast_20250819_093119_363,tester_data\all_tester\mast_20250819_093119_363.wav
-67.83506,7.8913584,0,mast_20250819_093120_356,tester_data\all_tester\mast_20250819_093120_356.wav
-62.076256,-0.016138263,0,mast_20250819_093121_355,tester_data\all_tester\mast_20250819_093121_355.wav
-58.769398,6.4791217,0,mast_20250819_093122_360,tester_data\all_tester\mast_20250819_093122_360.wav
-52.285122,10.522153,0,mast_20250819_093123_352,tester_data\all_tester\mast_20250819_093123_352.wav
-60.97648,0.9152966,0,mast_20250819_093124_354,tester_data\all_tester\mast_20250819_093124_354.wav
-65.751274,6.9086227,0,mast_20250819_093125_346,tester_data\all_tester\mast_20250819_093125_346.wav
-70.645164,9.4816885,0,mast_20250819_093126_363,tester_data\all_tester\mast_20250819_093126_363.wav
-63.07073,1.881292,0,mast_20250819_093127_336,tester_data\all_tester\mast_20250819_093127_336.wav
-52.909176,11.379534,0,mast_20250819_093128_337,tester_data\all_tester\mast_20250819_093128_337.wav
-52.540276,11.130223,0,mast_20250819_093129_349,tester_data\all_tester\mast_20250819_093129_349.wav
-61.857414,8.190181,0,mast_20250819_093130_339,tester_data\all_tester\mast_20250819_093130_339.wav
-64.786385,2.1356697,0,mast_20250819_093131_366,tester_data\all_tester\mast_20250819_093131_366.wav
-62.69123,-0.5719876,0,mast_20250819_093132_352,tester_data\all_tester\mast_20250819_093132_352.wav
-61.212284,6.066022,0,mast_20250819_093133_347,tester_data\all_tester\mast_20250819_093133_347.wav
-56.39385,3.503176,0,mast_20250819_093134_353,tester_data\all_tester\mast_20250819_093134_353.wav
-58.621235,6.0875325,0,mast_20250819_093135_360,tester_data\all_tester\mast_20250819_093135_360.wav
-63.20411,5.704359,0,mast_20250819_093136_353,tester_data\all_tester\mast_20250819_093136_353.wav
-68.325356,8.4536085,0,mast_20250819_093137_344,tester_data\all_tester\mast_20250819_093137_344.wav
-66.385254,5.7949767,0,mast_20250819_093138_361,tester_data\all_tester\mast_20250819_093138_361.wav
-59.353863,7.2553525,0,mast_20250819_093139_335,tester_data\all_tester\mast_20250819_093139_335.wav
-25.742126,25.348331,0,mast_20250822_143751_229,tester_data\all_tester\mast_20250822_143751_229.wav
-38.338478,34.092995,0,mast_20250822_143752_213,tester_data\all_tester\mast_20250822_143752_213.wav
-35.56288,38.841858,0,mast_20250822_143753_213,tester_data\all_tester\mast_20250822_143753_213.wav
-39.88073,33.587864,0,mast_20250822_143754_222,tester_data\all_tester\mast_20250822_143754_222.wav
-36.619537,30.889547,0,mast_20250822_143755_214,tester_data\all_tester\mast_20250822_143755_214.wav
-31.925484,28.317259,0,mast_20250822_143756_227,tester_data\all_tester\mast_20250822_143756_227.wav
-41.389008,31.826008,0,mast_20250822_143757_203,tester_data\all_tester\mast_20250822_143757_203.wav
-41.60347,35.279716,0,mast_20250822_143758_210,tester_data\all_tester\mast_20250822_143758_210.wav
-41.45521,32.221,0,mast_20250822_143759_216,tester_data\all_tester\mast_20250822_143759_216.wav
-24.352575,24.902336,0,mast_20250822_143800_200,tester_data\all_tester\mast_20250822_143800_200.wav
-23.936539,24.73133,0,mast_20250822_143801_216,tester_data\all_tester\mast_20250822_143801_216.wav
-37.733967,33.47933,0,mast_20250822_143802_201,tester_data\all_tester\mast_20250822_143802_201.wav
-34.540295,39.433193,0,mast_20250822_143803_196,tester_data\all_tester\mast_20250822_143803_196.wav
-36.04608,36.20122,0,mast_20250822_143804_257,tester_data\all_tester\mast_20250822_143804_257.wav
-37.424507,31.106733,0,mast_20250822_143805_273,tester_data\all_tester\mast_20250822_143805_273.wav
-29.276861,27.383816,0,mast_20250822_143806_273,tester_data\all_tester\mast_20250822_143806_273.wav
-24.722445,26.796186,0,mast_20250822_143807_266,tester_data\all_tester\mast_20250822_143807_266.wav
-27.404491,44.223396,0,mast_20250822_143808_281,tester_data\all_tester\mast_20250822_143808_281.wav
-36.34488,35.714348,0,mast_20250822_143809_256,tester_data\all_tester\mast_20250822_143809_256.wav
-23.743484,24.719152,0,mast_20250822_143810_278,tester_data\all_tester\mast_20250822_143810_278.wav
-23.84094,24.658785,0,mast_20250822_143811_267,tester_data\all_tester\mast_20250822_143811_267.wav
-39.32857,32.79793,0,mast_20250822_143812_260,tester_data\all_tester\mast_20250822_143812_260.wav
-36.307873,37.763344,0,mast_20250822_143813_268,tester_data\all_tester\mast_20250822_143813_268.wav
-39.26285,34.782475,0,mast_20250822_143814_260,tester_data\all_tester\mast_20250822_143814_260.wav
-43.264782,30.514069,0,mast_20250822_143815_270,tester_data\all_tester\mast_20250822_143815_270.wav
-29.756662,27.506994,0,mast_20250822_143816_263,tester_data\all_tester\mast_20250822_143816_263.wav
-25.761288,27.191748,0,mast_20250822_143817_254,tester_data\all_tester\mast_20250822_143817_254.wav
-41.067772,35.27292,0,mast_20250822_143818_264,tester_data\all_tester\mast_20250822_143818_264.wav
-41.12624,34.055748,0,mast_20250822_143819_252,tester_data\all_tester\mast_20250822_143819_252.wav
-26.762575,26.36102,0,mast_20250822_143820_279,tester_data\all_tester\mast_20250822_143820_279.wav
-28.804197,26.402628,0,mast_20250822_143821_272,tester_data\all_tester\mast_20250822_143821_272.wav
-42.41789,31.418177,0,mast_20250822_143822_281,tester_data\all_tester\mast_20250822_143822_281.wav
-41.288185,35.16674,0,mast_20250822_143823_272,tester_data\all_tester\mast_20250822_143823_272.wav
-39.18241,35.460335,0,mast_20250822_143824_281,tester_data\all_tester\mast_20250822_143824_281.wav
-37.14595,32.830025,0,mast_20250822_143825_268,tester_data\all_tester\mast_20250822_143825_268.wav
-29.32031,27.235483,0,mast_20250822_143826_282,tester_data\all_tester\mast_20250822_143826_282.wav
-26.474602,26.923592,0,mast_20250822_143827_273,tester_data\all_tester\mast_20250822_143827_273.wav
-36.479603,36.93722,0,mast_20250822_143828_268,tester_data\all_tester\mast_20250822_143828_268.wav
-36.448467,37.169304,0,mast_20250822_143829_275,tester_data\all_tester\mast_20250822_143829_275.wav
-27.16991,27.116632,0,mast_20250822_143830_266,tester_data\all_tester\mast_20250822_143830_266.wav
-30.421165,27.235088,0,mast_20250822_143831_275,tester_data\all_tester\mast_20250822_143831_275.wav
-43.215694,30.572195,0,mast_20250822_143832_268,tester_data\all_tester\mast_20250822_143832_268.wav
