x,y,label,group,file
-65.28025,-1.3578758,0,mast_20250819_093038_262,tester_data\all_tester\mast_20250819_093038_262.wav
-66.967094,-8.633831,0,mast_20250819_093039_236,tester_data\all_tester\mast_20250819_093039_236.wav
-69.25287,-6.5177417,0,mast_20250819_093040_234,tester_data\all_tester\mast_20250819_093040_234.wav
-68.31132,-8.313671,0,mast_20250819_093041_256,tester_data\all_tester\mast_20250819_093041_256.wav
-65.187,-9.1477995,0,mast_20250819_093042_235,tester_data\all_tester\mast_20250819_093042_235.wav
-65.656425,-6.633703,0,mast_20250819_093044_225,tester_data\all_tester\mast_20250819_093044_225.wav
-73.50826,-0.57796437,0,mast_20250819_093045_216,tester_data\all_tester\mast_20250819_093045_216.wav
-73.19358,0.7323966,0,mast_20250819_093046_250,tester_data\all_tester\mast_20250819_093046_250.wav
-68.91641,-0.776507,0,mast_20250819_093047_262,tester_data\all_tester\mast_20250819_093047_262.wav
-66.63544,-7.5186186,0,mast_20250819_093050_252,tester_data\all_tester\mast_20250819_093050_252.wav
-68.87186,-7.280624,0,mast_20250819_093051_237,tester_data\all_tester\mast_20250819_093051_237.wav
-69.40216,-5.9937315,0,mast_20250819_093052_252,tester_data\all_tester\mast_20250819_093052_252.wav
-66.64003,-0.13348044,0,mast_20250819_093053_240,tester_data\all_tester\mast_20250819_093053_240.wav
-68.56904,-5.493454,0,mast_20250819_093056_230,tester_data\all_tester\mast_20250819_093056_230.wav
-74.45617,0.74683857,0,mast_20250819_093057_238,tester_data\all_tester\mast_20250819_093057_238.wav
-71.08824,0.13913386,0,mast_20250819_093058_230,tester_data\all_tester\mast_20250819_093058_230.wav
-65.71831,-6.787597,0,mast_20250819_093059_224,tester_data\all_tester\mast_20250819_093059_224.wav
-65.54608,-8.622021,0,mast_20250819_093101_253,tester_data\all_tester\mast_20250819_093101_253.wav
-70.4812,-0.2843402,0,mast_20250819_093102_249,tester_data\all_tester\mast_20250819_093102_249.wav
-73.83052,-0.50914186,0,mast_20250819_093103_346,tester_data\all_tester\mast_20250819_093103_346.wav
-67.903435,-6.1732297,0,mast_20250819_093104_364,tester_data\all_tester\mast_20250819_093104_364.wav
-67.09044,-0.13236289,0,mast_20250819_093107_355,tester_data\all_tester\mast_20250819_093107_355.wav
-75.99051,1.9583008,0,mast_20250819_093108_346,tester_data\all_tester\mast_20250819_093108_346.wav
-74.181885,1.8670725,0,mast_20250819_093109_342,tester_data\all_tester\mast_20250819_093109_342.wav
-68.28069,-1.1037011,0,mast_20250819_093110_352,tester_data\all_tester\mast_20250819_093110_352.wav
-69.71369,0.0895782,0,mast_20250819_093113_342,tester_data\all_tester\mast_20250819_093113_342.wav
-74.58027,1.3913357,0,mast_20250819_093114_344,tester_data\all_tester\mast_20250819_093114_344.wav
-74.40575,-0.12805174,0,mast_20250819_093115_340,tester_data\all_tester\mast_20250819_093115_340.wav
-65.7301,0.524594,0,mast_20250819_093116_372,tester_data\all_tester\mast_20250819_093116_372.wav
-65.17686,-8.062794,0,mast_20250819_093118_354,tester_data\all_tester\mast_20250819_093118_354.wav
-71.01928,-2.7979052,0,mast_20250819_093119_363,tester_data\all_tester\mast_20250819_093119_363.wav
-72.8892,-0.3135949,0,mast_20250819_093120_356,tester_data\all_tester\mast_20250819_093120_356.wav
-67.19561,-8.00987,0,mast_20250819_093121_355,tester_data\all_tester\mast_20250819_093121_355.wav
-65.287384,-1.1906855,0,mast_20250819_093122_360,tester_data\all_tester\mast_20250819_093122_360.wav
-66.178696,-7.1778245,0,mast_20250819_093124_354,tester_data\all_tester\mast_20250819_093124_354.wav
-70.85003,-1.3418722,0,mast_20250819_093125_346,tester_data\all_tester\mast_20250819_093125_346.wav
-75.60753,1.3600819,0,mast_20250819_093126_363,tester_data\all_tester\mast_20250819_093126_363.wav
-67.85956,-6.1386886,0,mast_20250819_093127_336,tester_data\all_tester\mast_20250819_093127_336.wav
-67.502014,0.13443922,0,mast_20250819_093130_339,tester_data\all_tester\mast_20250819_093130_339.wav
-69.61276,-5.827542,0,mast_20250819_093131_366,tester_data\all_tester\mast_20250819_093131_366.wav
-67.77594,-8.561987,0,mast_20250819_093132_352,tester_data\all_tester\mast_20250819_093132_352.wav
-66.63854,-1.9336758,0,mast_20250819_093133_347,tester_data\all_tester\mast_20250819_093133_347.wav
-65.16464,-1.422062,0,mast_20250819_093135_360,tester_data\all_tester\mast_20250819_093135_360.wav
-68.265205,-2.6676176,0,mast_20250819_093136_353,tester_data\all_tester\mast_20250819_093136_353.wav
-73.35219,0.26695853,0,mast_20250819_093137_344,tester_data\all_tester\mast_20250819_093137_344.wav
-71.40805,-2.393634,0,mast_20250819_093138_361,tester_data\all_tester\mast_20250819_093138_361.wav
-65.690994,-0.612214,0,mast_20250819_093139_335,tester_data\all_tester\mast_20250819_093139_335.wav
-24.967482,7.615102,0,mast_20250822_143751_229,tester_data\all_tester\mast_20250822_143751_229.wav
-30.594238,20.178953,0,mast_20250822_143752_213,tester_data\all_tester\mast_20250822_143752_213.wav
-27.425295,24.778221,0,mast_20250822_143753_213,tester_data\all_tester\mast_20250822_143753_213.wav
-32.17655,19.9147,0,mast_20250822_143754_222,tester_data\all_tester\mast_20250822_143754_222.wav
-29.667883,16.1939,0,mast_20250822_143755_214,tester_data\all_tester\mast_20250822_143755_214.wav
-28.373367,13.881182,0,mast_20250822_143756_227,tester_data\all_tester\mast_20250822_143756_227.wav
-33.92247,18.391935,0,mast_20250822_143757_203,tester_data\all_tester\mast_20250822_143757_203.wav
-33.614445,21.806396,0,mast_20250822_143758_210,tester_data\all_tester\mast_20250822_143758_210.wav
-33.92788,18.792486,0,mast_20250822_143759_216,tester_data\all_tester\mast_20250822_143759_216.wav
-24.18619,6.402311,0,mast_20250822_143800_200,tester_data\all_tester\mast_20250822_143800_200.wav
-23.975267,6.0096593,0,mast_20250822_143801_216,tester_data\all_tester\mast_20250822_143801_216.wav
-30.14761,19.448101,0,mast_20250822_143802_201,tester_data\all_tester\mast_20250822_143802_201.wav
-26.400505,25.309877,0,mast_20250822_143803_196,tester_data\all_tester\mast_20250822_143803_196.wav
-28.048176,22.209354,0,mast_20250822_143804_257,tester_data\all_tester\mast_20250822_143804_257.wav
-30.35141,16.845997,0,mast_20250822_143805_273,tester_data\all_tester\mast_20250822_143805_273.wav
-26.467875,11.320579,0,mast_20250822_143806_273,tester_data\all_tester\mast_20250822_143806_273.wav
-23.32412,8.078924,0,mast_20250822_143807_266,tester_data\all_tester\mast_20250822_143807_266.wav
-19.392538,29.344685,0,mast_20250822_143808_281,tester_data\all_tester\mast_20250822_143808_281.wav
-28.383038,21.74357,0,mast_20250822_143809_256,tester_data\all_tester\mast_20250822_143809_256.wav
-23.825834,5.8954444,0,mast_20250822_143810_278,tester_data\all_tester\mast_20250822_143810_278.wav
-23.940128,5.895916,0,mast_20250822_143811_267,tester_data\all_tester\mast_20250822_143811_267.wav
-31.76428,19.044918,0,mast_20250822_143812_260,tester_data\all_tester\mast_20250822_143812_260.wav
-28.192293,23.741697,0,mast_20250822_143813_268,tester_data\all_tester\mast_20250822_143813_268.wav
-31.384056,21.030712,0,mast_20250822_143814_260,tester_data\all_tester\mast_20250822_143814_260.wav
-35.974964,17.441774,0,mast_20250822_143815_270,tester_data\all_tester\mast_20250822_143815_270.wav
-26.78157,11.710377,0,mast_20250822_143816_263,tester_data\all_tester\mast_20250822_143816_263.wav
-23.880215,9.038756,0,mast_20250822_143817_254,tester_data\all_tester\mast_20250822_143817_254.wav
-33.092075,21.733465,0,mast_20250822_143818_264,tester_data\all_tester\mast_20250822_143818_264.wav
-33.3107,20.544487,0,mast_20250822_143819_252,tester_data\all_tester\mast_20250822_143819_252.wav
-25.136011,8.996802,0,mast_20250822_143820_279,tester_data\all_tester\mast_20250822_143820_279.wav
-26.685484,10.27875,0,mast_20250822_143821_272,tester_data\all_tester\mast_20250822_143821_272.wav
-34.99716,18.170395,0,mast_20250822_143822_281,tester_data\all_tester\mast_20250822_143822_281.wav
-33.320618,21.657215,0,mast_20250822_143823_272,tester_data\all_tester\mast_20250822_143823_272.wav
-31.212072,21.695824,0,mast_20250822_143824_281,tester_data\all_tester\mast_20250822_143824_281.wav
-29.73921,18.686337,0,mast_20250822_143825_268,tester_data\all_tester\mast_20250822_143825_268.wav
-26.569216,11.253318,0,mast_20250822_143826_282,tester_data\all_tester\mast_20250822_143826_282.wav
-24.573503,9.263446,0,mast_20250822_143827_273,tester_data\all_tester\mast_20250822_143827_273.wav
-28.417183,22.948437,0,mast_20250822_143828_268,tester_data\all_tester\mast_20250822_143828_268.wav
-28.367176,23.177647,0,mast_20250822_143829_275,tester_data\all_tester\mast_20250822_143829_275.wav
-24.992687,9.836084,0,mast_20250822_143830_266,tester_data\all_tester\mast_20250822_143830_266.wav
-27.46878,11.876505,0,mast_20250822_143831_275,tester_data\all_tester\mast_20250822_143831_275.wav
-35.916878,17.486774,0,mast_20250822_143832_268,tester_data\all_tester\mast_20250822_143832_268.wav
-35.028904,19.970491,0,mast_20250822_143833_260,tester_data\all_tester\mast_20250822_143833_260.wav
-32.144096,21.961943,0,mast_20250822_143834_267,tester_data\all_tester\mast_20250822_143834_267.wav
-34.851395,18.434528,0,mast_20250822_143835_295,tester_data\all_tester\mast_20250822_143835_295.wav
-26.633377,11.3699875,0,mast_20250822_143836_287,tester_data\all_tester\mast_20250822_143836_287.wav
-25.410347,10.389735,0,mast_20250822_143837_277,tester_data\all_tester\mast_20250822_143837_277.wav
-33.56204,19.972204,0,mast_20250822_143838_286,tester_data\all_tester\mast_20250822_143838_286.wav
-28.299019,23.41752,0,mast_20250822_143839_279,tester_data\all_tester\mast_20250822_143839_279.wav
-23.576468,7.03132,0,mast_20250822_143840_287,tester_data\all_tester\mast_20250822_143840_287.wav
-26.369747,9.795013,0,mast_20250822_143841_271,tester_data\all_tester\mast_20250822_143841_271.wav
-30.26986,17.278788,0,mast_20250822_143842_272,tester_data\all_tester\mast_20250822_143842_272.wav
-31.74706,20.927452,0,mast_20250822_143843_281,tester_data\all_tester\mast_20250822_143843_281.wav
-29.58073,23.28116,0,mast_20250822_143844_271,tester_data\all_tester\mast_20250822_143844_271.wav
-34.89776,19.074835,0,mast_20250822_143845_271,tester_data\all_tester\mast_20250822_143845_271.wav
-25.570913,9.168723,0,mast_20250822_143846_263,tester_data\all_tester\mast_20250822_143846_263.wav
-25.302052,9.818902,0,mast_20250822_143847_264,tester_data\all_tester\mast_20250822_143847_264.wav
-32.960304,19.652433,0,mast_20250822_143848_275,tester_data\all_tester\mast_20250822_143848_275.wav
-28.675697,23.885607,0,mast_20250822_143849_265,tester_data\all_tester\mast_20250822_143849_265.wav
-23.454805,9.129946,0,mast_20250822_143850_289,tester_data\all_tester\mast_20250822_143850_289.wav
-27.316706,11.959999,0,mast_20250822_143851_298,tester_data\all_tester\mast_20250822_143851_298.wav
-26.484156,8.874274,0,mast_20250822_143852_291,tester_data\all_tester\mast_20250822_143852_291.wav
-28.154985,22.0546,0,mast_20250822_143853_281,tester_data\all_tester\mast_20250822_143853_281.wav
-29.206553,23.581268,0,mast_20250822_143854_294,tester_data\all_tester\mast_20250822_143854_294.wav
-19.824747,28.873796,0,mast_20250822_143855_271,tester_data\all_tester\mast_20250822_143855_271.wav
-24.62558,7.442288,0,mast_20250822_143856_283,tester_data\all_tester\mast_20250822_143856_283.wav
-25.466013,9.367768,0,mast_20250822_143857_272,tester_data\all_tester\mast_20250822_143857_272.wav
-33.93433,18.42063,0,mast_20250822_143858_265,tester_data\all_tester\mast_20250822_143858_265.wav
-32.84912,22.051758,0,mast_20250822_143859_284,tester_data\all_tester\mast_20250822_143859_284.wav
-33.43909,19.06475,0,mast_20250822_143900_274,tester_data\all_tester\mast_20250822_143900_274.wav
-24.025229,6.2028456,0,mast_20250822_143901_282,tester_data\all_tester\mast_20250822_143901_282.wav
-23.89088,5.8659873,0,mast_20250822_143902_276,tester_data\all_tester\mast_20250822_143902_276.wav
-30.308882,19.474646,0,mast_20250822_143903_268,tester_data\all_tester\mast_20250822_143903_268.wav
-29.500475,23.23516,0,mast_20250822_143904_274,tester_data\all_tester\mast_20250822_143904_274.wav
-31.106226,20.681576,0,mast_20250822_143905_299,tester_data\all_tester\mast_20250822_143905_299.wav
-30.09944,16.936672,0,mast_20250822_143906_290,tester_data\all_tester\mast_20250822_143906_290.wav
-26.943867,12.049866,0,mast_20250822_143907_282,tester_data\all_tester\mast_20250822_143907_282.wav
-23.425364,8.695046,0,mast_20250822_143908_280,tester_data\all_tester\mast_20250822_143908_280.wav
-26.159767,25.520096,0,mast_20250822_143909_283,tester_data\all_tester\mast_20250822_143909_283.wav
-34.579697,19.155148,0,mast_20250822_143910_291,tester_data\all_tester\mast_20250822_143910_291.wav
-24.427402,7.0060353,0,mast_20250822_143911_291,tester_data\all_tester\mast_20250822_143911_291.wav
-24.822065,7.1595716,0,mast_20250822_143912_383,tester_data\all_tester\mast_20250822_143912_383.wav
-29.725754,19.08056,0,mast_20250822_143913_388,tester_data\all_tester\mast_20250822_143913_388.wav
-19.238943,29.338,0,mast_20250822_143914_401,tester_data\all_tester\mast_20250822_143914_401.wav
-19.352491,29.231855,0,mast_20250822_143915_394,tester_data\all_tester\mast_20250822_143915_394.wav
-30.674374,17.04766,0,mast_20250822_143916_400,tester_data\all_tester\mast_20250822_143916_400.wav
-26.502846,11.236135,0,mast_20250822_143917_382,tester_data\all_tester\mast_20250822_143917_382.wav
-23.497974,8.177502,0,mast_20250822_143918_383,tester_data\all_tester\mast_20250822_143918_383.wav
-19.55352,29.249496,0,mast_20250822_143919_399,tester_data\all_tester\mast_20250822_143919_399.wav
-34.045025,19.676634,0,mast_20250822_143920_408,tester_data\all_tester\mast_20250822_143920_408.wav
-26.271719,11.14002,0,mast_20250822_143921_421,tester_data\all_tester\mast_20250822_143921_421.wav
-27.573013,12.025307,0,mast_20250822_143922_399,tester_data\all_tester\mast_20250822_143922_399.wav
-29.641758,19.046534,0,mast_20250822_143923_406,tester_data\all_tester\mast_20250822_143923_406.wav
-28.286425,23.789118,0,mast_20250822_143924_409,tester_data\all_tester\mast_20250822_143924_409.wav
-31.86663,21.490067,0,mast_20250822_143925_399,tester_data\all_tester\mast_20250822_143925_399.wav
-35.602192,17.75146,0,mast_20250822_143926_410,tester_data\all_tester\mast_20250822_143926_410.wav
-27.132982,12.2771435,0,mast_20250822_143927_396,tester_data\all_tester\mast_20250822_143927_396.wav
-24.671553,9.984306,0,mast_20250822_143928_403,tester_data\all_tester\mast_20250822_143928_403.wav
-28.489162,23.30861,0,mast_20250822_143929_397,tester_data\all_tester\mast_20250822_143929_397.wav
-31.179762,21.777391,0,mast_20250822_143930_386,tester_data\all_tester\mast_20250822_143930_386.wav
-25.581108,10.421647,0,mast_20250822_143931_387,tester_data\all_tester\mast_20250822_143931_387.wav
-27.559914,12.155826,0,mast_20250822_143932_379,tester_data\all_tester\mast_20250822_143932_379.wav
